condition,scenario,planner,k_samples,episodes,successes,success_rate,success_wilson_low,success_wilson_high,final_distance_mean,cost_mean,control_ms_mean,control_ms_p95,collision_mean
gain_0p8,box_align_detour,soppi,512,30,0,0.0,0.0,0.11351339317396876,0.2722220666666667,2.733484666666667,0.6499366999999999,0.6549338499999999,0.0
gain_0p8,box_align_detour,soppi_fast,128,30,0,0.0,0.0,0.11351339317396876,0.2607331333333333,2.6292109999999997,1.663362,1.6713909999999998,0.0
gain_0p8,box_align_detour,soppi_fast,256,30,0,0.0,0.0,0.11351339317396876,0.2541599,2.538816666666667,1.7676826666666665,1.7992214999999998,0.0
gain_0p8,box_align_detour,soppi_fast,512,30,0,0.0,0.0,0.11351339317396876,0.25485443333333335,2.532910333333333,1.9506766666666666,1.9614544999999999,0.0
gain_0p8,box_align_strict,diff_mppi_1,128,30,29,0.9666666666666667,0.8332960900859082,0.9940914096183874,0.2867169666666667,5.1754706666666666,0.8660636666666667,0.8893431,0.0
gain_0p8,box_align_strict,diff_mppi_1,256,30,30,1.0,0.8864866068260312,0.9999999999999999,0.26558993333333336,3.685891333333333,0.8888032333333334,0.9022850499999999,0.0
gain_0p8,box_align_strict,diff_mppi_1,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2636910333333333,3.2647496666666664,0.9154532666666667,0.9357073,0.0
gain_0p8,box_align_strict,diff_mppi_3,128,30,29,0.9666666666666667,0.8332960900859082,0.9940914096183874,0.27142,5.110266333333333,2.450749666666667,2.52285,0.0
gain_0p8,box_align_strict,diff_mppi_3,256,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2452975666666667,3.6388836666666666,2.460976,2.511862,0.0
gain_0p8,box_align_strict,diff_mppi_3,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.24631523333333333,3.2030293333333333,2.491735,2.5375885,0.0
gain_0p8,box_align_strict,mppi,128,30,28,0.9333333333333333,0.7867654163738308,0.9815229762087295,0.3191910666666667,5.437327,0.07353222666666667,0.08193759,0.0
gain_0p8,box_align_strict,mppi,256,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2760901,3.878360333333333,0.09577019333333332,0.10160169999999999,0.0
gain_0p8,box_align_strict,mppi,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2765703666666666,3.452929666666667,0.14023960000000002,0.16296009999999994,0.0
gain_0p8,box_align_strict,mppi_hardmodel,128,30,0,0.0,0.0,0.11351339317396876,0.9047433333333333,18.124933333333335,0.08918503000000001,0.09234555,0.0
gain_0p8,box_align_strict,mppi_hardmodel,256,30,0,0.0,0.0,0.11351339317396876,0.9022452,18.00320333333333,0.1184692,0.1241468,0.0
gain_0p8,box_align_strict,mppi_hardmodel,512,30,0,0.0,0.0,0.11351339317396876,0.9020396333333333,18.036099999999998,0.15860043333333335,0.16200559999999997,0.0
gain_0p8,box_align_strict,soppi,128,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2762540333333333,4.757462666666667,0.26334433333333335,0.26635965000000006,0.0
gain_0p8,box_align_strict,soppi,256,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2766996666666667,3.4193693333333335,0.36826786666666667,0.37530135,0.0
gain_0p8,box_align_strict,soppi,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2769349333333333,3.0591756666666665,0.5789536333333333,0.58423205,0.0
gain_0p8,box_align_strict,soppi_fast,128,30,29,0.9666666666666667,0.8332960900859082,0.9940914096183874,0.2746491333333333,4.173342666666667,1.2480393333333335,1.2641385,0.0
gain_0p8,box_align_strict,soppi_fast,256,30,30,1.0,0.8864866068260312,0.9999999999999999,0.2745027,3.067250666666667,1.3252133333333334,1.334667,0.0
gain_0p8,box_align_strict,soppi_fast,512,30,30,1.0,0.8864866068260312,0.9999999999999999,0.27568403333333336,2.804372,1.52173,1.529175,0.0
